Peak_Current_A,Pulse_On_Time_us,Duty_Factor_pct,Tool_Wear_Rate,Volume_Removal_Rate,Hole_Dev_Top_um,Hole_Dev_Bottom_um,source
9.958390659271661,116.14028039006199,59.968484124805315,192.0908646483587,0.8846002476931862,223.45290068737128,165.49679071444734,GP_posterior
8.24953947956411,70.22645566302809,70.1014626589018,236.57320995624852,0.5910050277778782,232.0231224380045,122.93057269449031,GP_posterior
6.0585829044701445,126.30348392368076,69.55231318203947,150.64327471552897,0.6020416580822954,228.65674579004698,86.96891443367127,GP_posterior
9.288244210931566,61.907300493941854,61.04439410066908,241.935382033097,0.6639122994441814,217.95200821864537,183.2551751690099,GP_posterior
6.1203420231987895,85.7943095966823,57.35339514807036,190.5906181039743,0.6406612489861272,229.19556660431059,168.4002079386501,GP_posterior
4.986591419173228,93.11135380324603,78.01617096463374,157.04371024241357,0.5044105799070709,249.094328047469,155.76529742393353,GP_posterior
9.16258553242011,128.59208390021948,64.35451473559488,279.1942607712103,1.1481165845278138,220.32326169074423,172.0889497980434,GP_posterior
9.919682110478053,63.75732549390128,69.08641273272067,190.3985741175976,0.7025230657128206,233.02475703649787,146.72348789600335,GP_posterior
6.418324247543893,101.701340323037,63.77199673977638,105.9193541556142,0.7314866183519722,208.33344125440405,121.47039232298481,GP_posterior
6.4593429435131915,77.96142762698312,68.07901706280545,277.4013972351207,0.6151815272177603,236.78799321941312,133.87653773195373,GP_posterior
4.048828567661383,145.00812256689144,68.1604504785117,273.3593380675474,0.442854925848179,228.04808838065685,224.78125258411092,GP_posterior
7.609443104409477,135.63261104718106,56.468631718454944,213.03042221865343,1.1877956875188649,233.8907304895606,167.65585187370283,GP_posterior
9.728051177419967,79.63107376844351,57.846385439056945,239.12271665255415,0.8010965266457467,231.73079387190492,180.0518043803213,GP_posterior
5.444952790079762,128.1407120202819,58.83003930823653,154.17009873298446,0.4859489994368936,237.3589617943464,137.79505818526246,GP_posterior
7.379496023469966,107.4219083396545,66.9900644119163,274.4157584517647,0.9383719392975716,225.61422380783983,167.80095982833706,GP_posterior
6.222928534637548,109.65313040524245,57.06270031376418,267.62229707148293,0.709901314882467,228.36561667882586,120.05266206643383,GP_posterior
9.299762567440375,143.46506187909768,78.36800550785149,87.27037357739255,1.1870116719117356,235.65075932177757,146.12397688020707,GP_posterior
7.704889565953735,140.05326890562446,71.50010894860448,210.49577154068916,1.2844404675439776,232.1241614080519,164.30537268504446,GP_posterior
4.109422519320605,89.80481774224451,71.8124650534677,428.4919625760755,0.562250693449538,230.15131258868084,188.0210929485721,GP_posterior
5.191468882060707,130.9650507504681,67.99312819558784,289.2768462964714,0.4294959921387323,233.28848479968866,162.6797012535995,GP_posterior
5.384973955573143,139.63222594846422,66.34608583361113,108.74979231743117,0.3958341819123077,221.0143444573152,133.28998988189863,GP_posterior
7.633525017138759,78.34132041999985,61.846785235960525,216.86351489603192,0.6510981193565064,226.84448540290424,158.37320549649846,GP_posterior
6.391611892588819,110.92401247548435,56.658150929925924,258.29253750216157,0.739696140915043,228.42325550807885,124.41989967110169,GP_posterior
5.2084492391615145,122.69635383179512,67.31548828137653,205.85761816101132,0.42958967878460913,230.49012251171553,162.38289154008103,GP_posterior
5.2171989539009775,73.19151512853367,63.136501835498656,72.92926443172014,0.5388615345913638,219.5413788205767,131.25784166944743,GP_posterior
6.305779241619669,109.17660156055832,66.28028500911638,204.08467069283702,0.7164964066317663,216.6443025978768,103.37987427252406,GP_posterior
6.196644517714881,56.8040254477234,68.44014118758035,339.83184715257846,0.5384210006530539,237.18213332556627,148.401313199495,GP_posterior
9.7839041970784,98.04649490383349,78.96998162480554,209.61825494228626,0.8021180719020442,234.7414368569078,171.36109249374803,GP_posterior
6.3696593189029915,74.97748803480609,63.336658438964214,39.70051614962648,0.584976668061064,215.44068868690616,143.8887772437102,GP_posterior
8.61307184154623,126.2096820552416,76.1899373134938,37.06000787816467,1.2865465112558714,233.91369822196475,175.27967208569538,GP_posterior
5.647715318459302,69.82591990623057,68.69323062346555,206.3207419005082,0.5182051129125618,235.5710214122109,168.1965002121894,GP_posterior
8.794284681608552,129.42462197771303,75.46218304441287,47.98005152331646,1.2699297920949322,238.51031134055413,163.2849630611969,GP_posterior
7.774572810841699,124.47808752017097,78.13291964587276,162.92741220137256,1.1668873193002824,244.80819509392498,174.61784396356597,GP_posterior
8.020571535031758,140.7728548273231,61.418017571971355,305.9105438861792,1.3863011699624423,225.33303976652044,230.33479402029047,GP_posterior
4.926011950578108,144.00770590566307,60.33327494576205,126.13007964292301,0.41615654863099855,231.38953221692645,186.8098443654598,GP_posterior
